"id","preparationPercent","lat","long","postalCode","investorId","villageId","provinceName","regencyName","districtName","villageName","createdAt","updatedAt","districtId","provinceId","regencyId","preparationEnd","preparationStart","statusId"
"01.214.0001","30","4.355816","9.7755522","24392","INVSBGHQSV",,"ACEH","KAB. ACEH TIMUR","SIMPANG JERNIH","BATU SUMBANG","2026-02-05 01:09:24.978","2026-02-05 01:09:24.978",,,,,,"3"
"01.214.0002","0","0","0",,"INVS175VYZ",,"ACEH","KAB. ACEH TIMUR","SIMPANG JERNIH","PANTE KERA","2026-02-05 01:09:24.933","2026-02-05 01:09:24.933",,,,,,"3"
"01.214.0003","0","0","0",,"INVSEH3JSA",,"ACEH","KAB. ACEH TIMUR","SIMPANG JERNIH","TAMPUR PALOH","2026-02-05 01:09:24.887","2026-02-05 01:09:24.887",,,,,,"3"
"01.214.0004","0","0","0",,"INVSDFQA9R",,"ACEH","KAB. ACEH TIMUR","BIREM BAYEUN","BLANG TUALANG","2026-02-05 01:09:24.841","2026-02-05 01:09:24.841",,,,,,"3"
"01.214.0005","0","0","0",,"INVSDFQA9R",,"ACEH","KAB. ACEH TIMUR","BIREM BAYEUN","Belum diisi","2026-02-05 01:07:04.938","2026-02-05 01:07:04.938",,,,,,"3"
"01.214.0006","0","0","0",,"INVSHNXMCA",,"ACEH","KAB. ACEH TIMUR","RANTAU SELAMAT","Belum diisi","2026-02-05 01:07:04.894","2026-02-05 01:07:04.894",,,,,,"3"
"01.214.0007","0","0","0",,"INVSHNXMCA",,"ACEH","KAB. ACEH TIMUR","RANTAU SELAMAT","ALUE PUNTI","2026-02-05 01:09:24.798","2026-02-05 01:09:24.798",,,,,,"3"
"01.214.0008","0","0","0",,"INVS3YUVWU",,"ACEH","KAB. ACEH TIMUR","SUNGAI RAYA","Belum diisi","2026-02-05 01:07:04.85","2026-02-05 01:07:04.85",,,,,,"3"
"01.214.0009","0","0","0",,"INVSEMY3TN",,"ACEH","KAB. ACEH TIMUR","PEUREULAK TIMUR","TUALANG PATENG","2026-02-05 01:09:24.754","2026-02-05 01:09:24.754",,,,,,"3"
"01.214.0010","0","0","0",,"INVSKO2PP1",,"ACEH","KAB. ACEH TIMUR","NURUSSALAM","ALUE SIWAH SERDANG","2026-02-05 01:09:24.711","2026-02-05 01:09:24.711",,,,,,"3"
"01.214.0011","0","0","0",,"INVSZHKFET",,"ACEH","KAB. ACEH TIMUR","JULOK","BUKET MAKMU","2026-02-05 01:09:24.666","2026-02-05 01:09:24.666",,,,,,"3"
"01.214.0012","40","5.082356","97.634158","24459","INVSANZIZC",,"Belum diisi","Belum diisi","Belum diisi","NALEUNG","2026-02-05 01:09:24.622","2026-02-05 01:09:24.622",,,,,,"3"
"01.214.0013","0","0","0",,"INVS175VYZ",,"ACEH","KAB. ACEH TIMUR","SERBAJADI","SUNTI","2026-02-05 01:09:24.578","2026-02-05 01:09:24.578",,,,,,"3"
"01.214.0014","0","0","0",,"INVSEH3JSA",,"ACEH","KAB. ACEH TIMUR","SERBAJADI","SEMBUANG","2026-02-05 01:09:24.533","2026-02-05 01:09:24.533",,,,,,"3"
"01.214.0015","0","0","0",,"INVSDVSTVE",,"ACEH","KAB. ACEH TIMUR","SERBAJADI","BUNIN","2026-02-05 01:09:24.488","2026-02-05 01:09:24.488",,,,,,"3"
"01.214.0016","0","0","0",,"INVSAXF5UC",,"ACEH","KAB. ACEH TIMUR","IDI TIMUR","LHOK ASAHAN","2026-02-05 01:09:24.445","2026-02-05 01:09:24.445",,,,,,"3"
"01.214.0017","0","0","0",,"INVSPSEXYH",,"ACEH","KAB. ACEH TIMUR","INDRA MAKMU","ALUE PATONG","2026-02-05 01:09:24.401","2026-02-05 01:09:24.401",,,,,,"3"
"01.214.0018","0","0","0",,"INVSRQEPWB",,"ACEH","KAB. ACEH TIMUR","INDRA MAKMU","Belum diisi","2026-02-05 01:07:04.807","2026-02-05 01:07:04.807",,,,,,"3"
"01.214.0019","0","0","0",,"INVSDVSTVE",,"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","Belum diisi","2026-02-05 01:07:04.763","2026-02-05 01:07:04.763",,,,,,"3"
"01.214.0020","0","0","0",,"INVSHKVN4U",,"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","SIJUDO","2026-02-05 01:09:24.357","2026-02-05 01:09:24.357",,,,,,"3"
"01.214.0021","0","0","0",,"INVSHKVN4U",,"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","SUKA DAMAI","2026-02-05 01:09:24.314","2026-02-05 01:09:24.314",,,,,,"3"
"01.214.0022","0","0","0",,"INVSBG5BXP",,"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","BLANG SEUNONG","2026-02-05 01:09:24.271","2026-02-05 01:09:24.271",,,,,,"3"
"01.214.0023","0","0","0",,"INVSAXF5UC",,"ACEH","KAB. ACEH TIMUR","PEUDAWA","BUKET KUTA","2026-02-05 01:09:24.227","2026-02-05 01:09:24.227",,,,,,"3"
"01.214.0024","0","0","0",,"INVSEE8W49",,"ACEH","KAB. ACEH TENGGARA","BABUL MAKMUR","Belum diisi","2026-02-05 01:03:51.156","2026-02-05 01:03:51.156",,,,,,"3"
"01.214.0025","0","0","0",,"INVSYSRFAL",,"ACEH","KAB. ACEH TIMUR","PEUNARON","BUKIT TIGA","2026-02-05 01:09:24.181","2026-02-05 01:09:24.181",,,,,,"3"
"01.214.0026","0","0","0",,"INVSAAJGOZ",,"ACEH","KAB. ACEH TIMUR","DARUL IHSAN","GUNONG PUTOH","2026-02-05 01:09:24.134","2026-02-05 01:09:24.134",,,,,,"3"
"01.214.0027","0","0","0",,"INVSWSWLEP",,"ACEH","KAB. ACEH TIMUR","BANDA ALAM","JAMBO REUHAT","2026-02-05 01:09:24.09","2026-02-05 01:09:24.09",,,,,,"3"
"01.214.0028","0","0","0",,"INVSOUBFAU",,"ACEH","KAB. ACEH TIMUR","MADAT","SEUNEUBOK PIDIE","2026-02-05 01:09:24.044","2026-02-05 01:09:24.044",,,,,,"3"
"01.214.0029","0","0","0",,"INVSH5RTBW",,"ACEH","KAB. ACEH BARAT","SUNGAI MAS","GASEU","2026-02-05 01:09:23.996","2026-02-05 01:09:23.996",,,,,,"3"
"01.214.0030","20","4.491937","96.026361","23683","INVSRKB1AG",,"ACEH","KAB. ACEH BARAT","WOYLA TIMUR","SEURADEUK","2026-02-05 01:07:04.72","2026-02-05 01:07:04.72",,,,,,"3"
"01.214.0031","50","4.491937","96.0263","23682","INVSRKB1AG",,"ACEH","KAB. ACEH BARAT","WOYLA TIMUR","KUBU CAPANG","2026-02-05 01:09:23.952","2026-02-05 01:09:23.952",,,,,,"3"
"01.214.0032","0","0","0",,"INVSKJQCUO",,"ACEH","KAB. ACEH BARAT","WOYLA BARAT","Belum diisi","2026-02-05 01:07:04.674","2026-02-05 01:07:04.674",,,,,,"3"
"01.214.0033","0","0","0",,"INVSH5RTBW",,"ACEH","KAB. ACEH BARAT","WOYLA BARAT","ALUE KEUMUNING","2026-02-05 01:09:23.886","2026-02-05 01:09:23.886",,,,,,"3"
"01.214.0034","0","0","0",,"INVSH5RTBW",,"ACEH","KAB. ACEH BARAT","PANTE CEUREUMEN","SIKUNDO","2026-02-05 01:09:23.842","2026-02-05 01:09:23.842",,,,,,"3"
"01.214.0035","0","0","0",,"INVS33QIOV",,"ACEH","KAB. ACEH BESAR","LEUPUNG","Belum diisi","2026-02-05 01:07:04.63","2026-02-05 01:07:04.63",,,,,,"3"
"01.214.0036","60","5.629722","95.138306","23391","INVSAUCBMO",,"Belum diisi","Belum diisi","Belum diisi","PASI JANENG","2026-02-05 01:09:23.796","2026-02-05 01:09:23.796",,,,,,"3"
"01.214.0037","50","0","0",,"INVSHPEV0C",,"ACEH","KAB. ACEH BESAR","LEMBAH SEULAWAH","PANCA","2026-02-05 01:09:23.738","2026-02-05 01:09:23.738",,,,,,"3"
"01.214.0038","100","5.502832","95.607964","23951","INVSUVPJEL",,"Belum diisi","Belum diisi","Belum diisi","BLANG TINGKEUM","2026-02-05 01:07:04.584","2026-02-05 01:07:04.584",,,,,,"4"
"01.214.0039","50","5.57606","95.709257","23951","INVS24AYKQ",,"ACEH","KAB. ACEH BESAR","SEULIMEUM","LEUNGAH","2026-02-05 01:07:04.535","2026-02-05 01:07:04.535",,,,,,"3"
"01.214.0040","0","0","0",,,,"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","Belum diisi","2026-02-05 01:07:04.492","2026-02-05 01:07:04.492",,,,,,"1"
"01.214.0041","30","2.228142","97.299294","24790","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","UJUNG SIALIT","2026-02-05 01:07:06.294","2026-02-05 01:07:06.294",,,,,,"3"
"01.214.0042","0","0","0",,,,"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","SUKA MAKMUR","2026-02-05 01:07:06.25","2026-02-05 01:07:06.25",,,,,,"1"
"01.214.0043","20","0","0",,"INVSSZEGTS",,"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","ASANTOLA","2026-02-05 01:07:06.228","2026-02-05 01:07:06.228",,,,,,"3"
"01.214.0044","0","0","0",,,,"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","HALOBAN","2026-02-05 01:07:06.184","2026-02-05 01:07:06.184",,,,,,"1"
"01.214.0045","30","2.246828","98.163007","24784","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","LAE BALNO","2026-02-05 01:07:06.162","2026-02-05 01:07:06.162",,,,,,"3"
"01.214.0046","30","2.368915","98.104951","24784","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","SITUBUH-TUBUH","2026-02-05 01:07:06.118","2026-02-05 01:07:06.118",,,,,,"3"
"01.214.0047","10","0.84008","98.25406","24784","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","SINTUBAN MAKMUR","2026-02-05 01:07:06.074","2026-02-05 01:07:06.074",,,,,,"3"
"01.214.0048","30","2.483987","98.064455","24794","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","LAE GAMBIR","2026-02-05 01:07:06.023","2026-02-05 01:07:06.023",,,,,,"3"
"01.214.0049","30","2.462774","98.0616","24794","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","KUTA BATU","2026-02-05 01:07:05.979","2026-02-05 01:07:05.979",,,,,,"3"
"01.214.0050","0","2.470765","98.085397","24794",,,"ACEH","KAB. ACEH SINGKIL","SIMPANG KANAN","GUHA","2026-02-05 01:07:05.935","2026-02-05 01:07:05.935",,,,,,"1"
"01.214.0051","0","2.4523848","97.959279","24794",,,"Belum diisi","Belum diisi","Belum diisi","SERASAH","2026-02-05 01:07:05.913","2026-02-05 01:07:05.913",,,,,,"1"
"01.214.0052","20","2.328956","97.783913","24785","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","TELUK RUMBIA","2026-02-05 01:07:05.891","2026-02-05 01:07:05.891",,,,,,"3"
"01.214.0053","30","2.338893","97.386825","24791","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","TELUK NIBUNG","2026-02-05 01:07:05.843","2026-02-05 01:07:05.843",,,,,,"3"
"01.214.0054","0","0","0",,,,"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK","PULAU BAGUK","2026-02-05 01:07:05.797","2026-02-05 01:07:05.797",,,,,,"1"
"01.214.0055","30","2.526046","98.017075","24787","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","LAE BANGUN","2026-02-05 01:07:05.775","2026-02-05 01:07:05.775",,,,,,"3"
"01.214.0056","20","2.5466317","97.9960965","24788","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","LAE SIPOLA","2026-02-05 01:07:05.732","2026-02-05 01:07:05.732",,,,,,"3"
"01.214.0057","30","2.3215597","98.34587","24787","INVS2FDE95",,"Belum diisi","Belum diisi","Belum diisi","PANGKALAN SULAMPI","2026-02-05 01:07:04.469","2026-02-05 01:07:04.469",,,,,,"3"
"01.214.0058","0","0","0",,"INVSKU9GLX",,"ACEH","KAB. BENER MERIAH","MESIDAH","Belum diisi","2026-02-05 01:07:04.425","2026-02-05 01:07:04.425",,,,,,"3"
"01.214.0059","0","0","0",,"INVSAI4ROJ",,"ACEH","KAB. BENER MERIAH","MESIDAH","SIMPUR","2026-02-05 01:09:23.694","2026-02-05 01:09:23.694",,,,,,"3"
"01.214.0060","0","0","0",,"INVSUT2QK3",,"ACEH","KAB. BENER MERIAH","MESIDAH","CEMPARAM PAKAT JEROH","2026-02-05 01:09:23.65","2026-02-05 01:09:23.65",,,,,,"3"
"01.214.0061","0","0","0",,"INVSKU9GLX",,"ACEH","KAB. BENER MERIAH","MESIDAH","PANTAN KULI","2026-02-05 01:09:23.603","2026-02-05 01:09:23.603",,,,,,"3"
"01.214.0062","0","0","0",,"INVSHPEV0C",,"ACEH","KAB. BENER MERIAH","MESIDAH","AMOR","2026-02-05 01:09:23.559","2026-02-05 01:09:23.559",,,,,,"3"
"01.214.0063","0","0","0",,"INVSUR5PAU",,"ACEH","KAB. BENER MERIAH","PINTU RIME GAYO","PANTAN SINAKU","2026-02-05 01:09:23.515","2026-02-05 01:09:23.515",,,,,,"3"
"01.214.0064","0","0","0",,"INVSUR5PAU",,"ACEH","KAB. BENER MERIAH","PINTU RIME GAYO","PANTAN LAH","2026-02-05 01:09:23.471","2026-02-05 01:09:23.471",,,,,,"3"
"01.214.0065","0","0","0",,"INVSPQ6QWS",,"ACEH","KAB. BENER MERIAH","PINTU RIME GAYO","UNING MAS","2026-02-05 01:09:23.428","2026-02-05 01:09:23.428",,,,,,"3"
"01.214.0066","0","0","0",,"INVSPQ6QWS",,"ACEH","KAB. BENER MERIAH","PERMATA","RIKIT MUSARA","2026-02-05 01:09:23.383","2026-02-05 01:09:23.383",,,,,,"3"
"01.214.0067","0","0","0",,"INVSHR9BYH",,"ACEH","KAB. BENER MERIAH","PERMATA","TIMUR JAYA","2026-02-05 01:09:23.339","2026-02-05 01:09:23.339",,,,,,"3"
"01.214.0068","0","0","0",,"INVSHR9BYH",,"ACEH","KAB. BENER MERIAH","PERMATA","Belum diisi","2026-02-05 01:07:04.38","2026-02-05 01:07:04.38",,,,,,"3"
"01.214.0069","0","0","0",,"INVSXADIJH",,"ACEH","KAB. BENER MERIAH","SYIAH UTAMA","BLANG PANU","2026-02-05 01:09:23.294","2026-02-05 01:09:23.294",,,,,,"3"
"01.214.0070","0","0","0",,"INVS65E0LS",,"ACEH","KAB. BENER MERIAH","SYIAH UTAMA","RUSIP","2026-02-05 01:09:23.251","2026-02-05 01:09:23.251",,,,,,"3"
"01.214.0071","0","0","0",,"INVSXADIJH",,"ACEH","KAB. BENER MERIAH","SYIAH UTAMA","TEMBOLON","2026-02-05 01:09:23.204","2026-02-05 01:09:23.204",,,,,,"3"
"01.214.0072","0","0","0",,"INVSOAQZXU",,"ACEH","KAB. ACEH UTARA","COT GIREK","Belum diisi","2026-02-05 01:07:04.336","2026-02-05 01:07:04.336",,,,,,"3"
"01.214.0073","10","69","11.58","24352","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","COT GIREK","COT GIREK","2026-02-05 01:07:04.292","2026-02-05 01:07:04.292",,,,,,"3"
"01.214.0074","10","0","0",,"INVSN3DGIZ",,"ACEH","KAB. ACEH UTARA","COT GIREK","Belum diisi","2026-02-05 01:07:04.235","2026-02-05 01:07:04.235",,,,,,"3"
"01.214.0075","20","4.52","97.203032","24352","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","COT GIREK","COT GIREK","2026-02-05 01:07:04.191","2026-02-05 01:07:04.191",,,,,,"3"
"01.214.0076","10","0","0","24352","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","BEURANDANG DAYAH","2026-02-05 01:09:23.159","2026-02-05 01:09:23.159",,,,,,"3"
"01.214.0077","0","0","0",,"INVSOAQZXU",,"ACEH","KAB. ACEH UTARA","KUTA MAKMUR","Belum diisi","2026-02-05 01:07:04.147","2026-02-05 01:07:04.147",,,,,,"3"
"01.214.0078","0","4.863896","97.471816","24394","INVS5JYNHU",,"ACEH","KAB. ACEH UTARA","LANGKAHAN","LUBOK PUSAKA","2026-02-05 01:09:23.103","2026-02-05 01:09:23.103",,,,,,"3"
"01.214.0079","0","4.8744","97.450284","24385","INVSGMZL3P",,"Belum diisi","Belum diisi","Belum diisi","Belum diisi","2026-02-05 01:09:23.054","2026-02-05 01:09:23.054",,,,,,"3"
"01.214.0080","20","-6.21462","106.84513","24394","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","LANGKAHAN","BUKET LINTEUNG","2026-02-05 01:09:23.01","2026-02-05 01:09:23.01",,,,,,"3"
"01.214.0081","10","0","0","24394","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","GEUDUMBAK","2026-02-05 01:09:22.965","2026-02-05 01:09:22.965",,,,,,"3"
"01.214.0082","0","4.9206908","97.460326","34383","INVSIYBPEP",,"ACEH","KAB. ACEH UTARA","LANGKAHAN","RUMOH RAYEUK","2026-02-05 01:09:22.919","2026-02-05 01:09:22.919",,,,,,"3"
"01.214.0083","0","0","0",,"INVS06CH7Z",,"ACEH","KAB. ACEH UTARA","LANGKAHAN","LANGKAHAN","2026-02-05 01:09:22.873","2026-02-05 01:09:22.873",,,,,,"3"
"01.214.0084","30","5.007679","97.4982043","24394","INVS5DFMOQ",,"Belum diisi","Belum diisi","Belum diisi","TANJONG JAWA","2026-02-05 01:07:04.104","2026-02-05 01:07:04.104",,,,,,"3"
"01.214.0085","0","4.985328","97.411769","24382","INVSIYBPEP",,"ACEH","KAB. ACEH UTARA","LHOKSUKON","BUKET HAGU","2026-02-05 01:09:22.827","2026-02-05 01:09:22.827",,,,,,"3"
"01.214.0086","20","4.956828","97.261524","24383","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","PAYA BAKONG","SEUNEUBOK ACEH","2026-02-05 01:09:22.783","2026-02-05 01:09:22.783",,,,,,"3"
"01.214.0087","20","-1.1","97.261524","24383","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","PAYA BAKONG","ALUE LHOK","2026-02-05 01:09:22.739","2026-02-05 01:09:22.739",,,,,,"3"
"01.214.0088","0","0","0",,"INVSIYBPEP",,"ACEH","KAB. ACEH UTARA","PAYA BAKONG","BUKET PIDIE","2026-02-05 01:09:22.694","2026-02-05 01:09:22.694",,,,,,"3"
"01.214.0089","20","4.98273442","97.25469115","24384","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","PIRAK TIMUR","TANJONG SEUREUKUY","2026-02-05 01:07:04.059","2026-02-05 01:07:04.059",,,,,,"3"
"01.214.0090","0","0","0",,"INVS06CH7Z",,"ACEH","KAB. ACEH UTARA","PIRAK TIMUR","Belum diisi","2026-02-05 01:07:04.015","2026-02-05 01:07:04.015",,,,,,"3"
"01.214.0091","20","5.050318","96.901963","24377","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","SAWANG","RISEH TUNONG","2026-02-05 01:07:03.97","2026-02-05 01:07:03.97",,,,,,"3"
"01.214.0092","0","4.9907758","96.9277311","24377","INVS5JYNHU",,"ACEH","KAB. ACEH UTARA","SAWANG","RISEH TUNONG","2026-02-05 01:07:03.922","2026-02-05 01:07:03.922",,,,,,"3"
"01.214.0093","0","5.0817071","96.8866076","24377","INVSHWD8T8",,"Belum diisi","Belum diisi","Belum diisi","RISEH TUNONG","2026-02-05 01:07:03.867","2026-02-05 01:07:03.867",,,,,,"3"
"01.214.0094","10","0","0","24377","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","PAYA RABO LHOK","2026-02-05 01:07:03.816","2026-02-05 01:07:03.816",,,,,,"3"
"01.214.0095","0","0","0",,"INVSKBYMF5",,"ACEH","KAB. ACEH UTARA","TANAH LUAS","BLANG TRIENG","2026-02-05 01:09:22.65","2026-02-05 01:09:22.65",,,,,,"3"
"01.214.0096","10","4.9830934","97.1473847","24387","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","BUKET MAKARTI","2026-02-05 01:07:03.771","2026-02-05 01:07:03.771",,,,,,"3"
"01.214.0097","10","0","0","24387","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","LEUPON SIREN","2026-02-05 01:09:22.607","2026-02-05 01:09:22.607",,,,,,"3"
"01.214.0098","0","0","0",,"INVS06CH7Z",,"ACEH","KAB. ACEH UTARA","TANAH LUAS","Belum diisi","2026-02-05 01:07:03.716","2026-02-05 01:07:03.716",,,,,,"3"
"01.214.0099","0","0","0",,"INVSKBYMF5",,"ACEH","KAB. ACEH UTARA","TANAH LUAS","BLANG PIE","2026-02-05 01:09:22.563","2026-02-05 01:09:22.563",,,,,,"3"
"01.214.0100","20","21.9","71","24387","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","TANAH LUAS","TUMPOK ACEH","2026-02-05 01:09:22.514","2026-02-05 01:09:22.514",,,,,,"3"
"01.214.0101","10","5.006947","97.2079699","24387","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","ALUE SIJUEK","2026-02-05 01:09:22.469","2026-02-05 01:09:22.469",,,,,,"3"
"01.214.0102","10","5.008496","97.2230814","24387","INVSNRFGKI",,"Belum diisi","Belum diisi","Belum diisi","PUNTI SEULEUMAK BARAT","2026-02-05 01:07:03.672","2026-02-05 01:07:03.672",,,,,,"3"
"01.214.0103","0","0","0",,"INVS06CH7Z",,"ACEH","KAB. ACEH UTARA","TANAH LUAS","Belum diisi","2026-02-05 01:07:03.63","2026-02-05 01:07:03.63",,,,,,"3"
"01.214.0104","20","0","0",,"INVSSZEGTS",,"ACEH","KAB. ACEH UTARA","LHOKSUKON","Belum diisi","2026-02-05 01:07:03.584","2026-02-05 01:07:03.584",,,,,,"3"
"01.214.0105","0","0","0",,"INVS06CH7Z",,"ACEH","KAB. ACEH UTARA","LHOKSUKON","TRIENG PANTANG","2026-02-05 01:09:22.404","2026-02-05 01:09:22.404",,,,,,"3"
"01.214.0106","0","0","0",,"INVSXKE16J",,"ACEH","KAB. ACEH UTARA","NISAM","ALUE BILI","2026-02-05 01:09:22.36","2026-02-05 01:09:22.36",,,,,,"3"
"01.214.0107","20","5.1474141","96.9879072","24378","INVSHWD8T8",,"Belum diisi","Belum diisi","Belum diisi","MEUNASAH ALUE","2026-02-05 01:09:22.316","2026-02-05 01:09:22.316",,,,,,"3"
"01.214.0108","20","5.1709","96.9773","24378","INVSFTKIYX",,"ACEH","KAB. ACEH UTARA","NISAM","PALOH MAMBU","2026-02-05 01:09:22.269","2026-02-05 01:09:22.269",,,,,,"3"
"01.214.0109","0","0","0",,"INVSOH3WHT",,"ACEH","KAB. ACEH SELATAN","TRUMON","Belum diisi","2026-02-05 01:07:03.541","2026-02-05 01:07:03.541",,,,,,"3"
"01.214.0110","100","3.1909","97.3937","23770","INVSOH3WHT",,"ACEH","KAB. ACEH SELATAN","KLUET TENGAH","KOTO INDARUNG","2026-02-05 01:09:22.222","2026-02-05 01:09:22.222",,,,,,"4"
"01.214.0111","0","0","0",,"INVSOH3WHT",,"ACEH","KAB. ACEH SELATAN","KLUET TENGAH","Belum diisi","2026-02-05 01:07:03.497","2026-02-05 01:07:03.497",,,,,,"3"
"01.214.0112","20","0","0",,"INVSSZEGTS",,"ACEH","KAB. NAGAN RAYA","BEUTONG ATEUH BANGGALANG","KUTA TEUNGOH","2026-02-05 01:09:22.178","2026-02-05 01:09:22.178",,,,,,"3"
"01.214.0113","0","0","0",,"INVSZ09WXL",,"ACEH","KAB. NAGAN RAYA","SUKA MAKMUE","MACAH","2026-02-05 01:09:22.133","2026-02-05 01:09:22.133",,,,,,"3"
"01.214.0114","60","4.234446","96.290773","23671","INVSG4MGVT",,"Belum diisi","Belum diisi","Belum diisi","ALUE BULOH","2026-02-05 01:09:22.089","2026-02-05 01:09:22.089",,,,,,"3"
"01.214.0115","0","0","0",,,,"ACEH","KAB. NAGAN RAYA","TADU RAYA","Belum diisi","2026-02-05 01:07:03.452","2026-02-05 01:07:03.452",,,,,,"1"
"01.214.0116","0","0","0",,,,"ACEH","KAB. NAGAN RAYA","SEUNAGAN TIMUR","KILA","2026-02-05 01:09:22.045","2026-02-05 01:09:22.045",,,,,,"1"
"01.214.0117","0","0","0",,,,"ACEH","KAB. NAGAN RAYA","SEUNAGAN TIMUR","Belum diisi","2026-02-05 01:07:03.43","2026-02-05 01:07:03.43",,,,,,"1"
"01.214.0118","0","0","0",,"INVSIQDJQW",,"ACEH","KAB. NAGAN RAYA","BEUTONG","BLANG LEUMAK","2026-02-05 01:09:22.022","2026-02-05 01:09:22.022",,,,,,"3"
"01.214.0119","0","0","0",,"INVSXKE16J",,"ACEH","KAB. NAGAN RAYA","DARUL MAKMUR","Belum diisi","2026-02-05 01:07:03.408","2026-02-05 01:07:03.408",,,,,,"3"
"01.214.0120","0","0","0",,"INVSXADIJH",,"ACEH","KAB. ACEH TENGAH","PEGASING","JEJEM","2026-02-05 01:09:21.976","2026-02-05 01:09:21.976",,,,,,"3"
"01.214.0121","20","4.416194","96.675193",,"INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","BERAWANG BARO","2026-02-05 01:09:21.929","2026-02-05 01:09:21.929",,,,,,"3"
"01.214.0122","30","4.33606","97.14233",,"INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","LUMUT","2026-02-05 01:09:21.884","2026-02-05 01:09:21.884",,,,,,"3"
"01.214.0123","10","4.429595","97.011708","24565","INVSOFCHLO",,"Belum diisi","Belum diisi","Belum diisi","PANTAN NANGKA","2026-02-05 01:09:21.83","2026-02-05 01:09:21.83",,,,,,"3"
"01.214.0124","20","4.397297","96.836272",,"INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","GEMBOYAH","2026-02-05 01:09:21.786","2026-02-05 01:09:21.786",,,,,,"3"
"01.214.0125","10","4.2353485","96.5116832","24565","INVSIGQCQQ",,"Belum diisi","Belum diisi","Belum diisi","ARUL ITEM","2026-02-05 01:09:21.741","2026-02-05 01:09:21.741",,,,,,"3"
"01.214.0126","10","4.2243094","96.5586184","24565","INVSJPKAUW",,"ACEH","KAB. ACEH TENGAH","LINGE","PANTAN REDUK","2026-02-05 01:09:21.693","2026-02-05 01:09:21.693",,,,,,"2"
"01.214.0127","0","0","0",,"INVSQ10MIO",,"ACEH","KAB. ACEH TENGAH","LINGE","REJE PAYUNG","2026-02-05 01:09:21.647","2026-02-05 01:09:21.647",,,,,,"3"
"01.214.0128","20","4.396551","97.254047",,"INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","DELUNG SEKINEL","2026-02-05 01:09:21.603","2026-02-05 01:09:21.603",,,,,,"3"
"01.214.0129","10","0","0",,"INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","Belum diisi","2026-02-05 01:07:03.361","2026-02-05 01:07:03.361",,,,,,"3"
"01.214.0130","0","0","0",,"INVSAV7EPN",,"ACEH","KAB. ACEH TENGAH","RUSIP ANTARA","Belum diisi","2026-02-05 01:07:03.316","2026-02-05 01:07:03.316",,,,,,"3"
"01.214.0131","40","4.69346","96.500965","24561","INVSEXGUXO",,"Belum diisi","Belum diisi","Belum diisi","KUALA RAWA","2026-02-05 01:09:21.558","2026-02-05 01:09:21.558",,,,,,"3"
"01.214.0132","30","4.906253","96.03966","24189","INVSFLIZAC",,"ACEH","KAB. PIDIE","MANE","MANE","2026-02-05 01:07:03.271","2026-02-05 01:07:03.271",,,,,,"3"
"01.214.0133","20","4.83763","96.143","24167","INVSFLIZAC",,"ACEH","KAB. PIDIE","GEUMPANG","PULO LHOIH","2026-02-05 01:07:03.228","2026-02-05 01:07:03.228",,,,,,"3"
